x1,x2,x3,x4,x5
200.02122527198043,0.0,436.8637497142887,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,426.0687305756726,27.471699686272217,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,453.54680151997576,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,436.8637497142887,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,431.4444530220625,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,294.31023665287717,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,411.076726591108,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,431.4444530220625,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
200.02122527198043,0.0,0.0,0.0,0.0
