x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
23,26,25,23,27,26,27,28,28,28
23,32,29,33,32,34,33,32,37,38
23,34,28,28,28,28,26,28,35,35
23,22,26,28,35,35,25,26,25,31
23,15,18,24,26,20,21,25,34,32
23,32,33,31,33,30,31,32,30,32
23,26,24,27,28,28,28,21,19,11
23,24,23,22,23,23,25,35,35,34
23,16,15,17,16,9,11,9,14,7
23,31,30,31,35,35,33,32,30,32
23,29,30,31,33,34,23,24,23,25
23,24,19,18,15,16,17,8,17,8
23,22,24,23,24,29,26,28,34,35
23,24,35,35,28,21,19,10,12,13
23,23,23,24,30,30,23,27,28,28
23,23,26,28,35,35,26,32,34,35
23,31,29,32,35,26,28,26,28,26
23,23,31,23,24,29,30,32,34,30
23,25,35,27,35,27,31,33,24,15
23,25,30,29,31,28,28,27,23,25
23,29,24,25,23,22,30,32,36,38
23,22,23,24,26,32,34,33,31,33
23,23,30,31,33,25,35,35,35,35
23,24,25,17,16,11,14,14,12,21
23,30,32,28,28,27,24,34,25,19
23,28,26,25,23,23,31,25,33,28
23,32,27,32,35,35,35,28,28,25
23,31,30,23,22,25,26,31,32,26
23,25,27,28,35,34,35,28,33,23
23,33,31,30,33,34,28,28,28,27
23,35,28,26,32,34,32,24,22,24
23,25,28,26,31,29,24,23,33,31
23,24,26,24,27,26,28,26,30,32
23,23,23,22,35,26,25,24,22,32
23,23,29,34,35,34,32,30,31,33
23,29,23,24,28,23,23,24,25,23
23,25,24,30,31,30,33,25,22,31
23,22,23,24,26,20,25,27,24,25
23,23,24,33,31,30,23,23,24,35
23,23,23,25,23,25,26,24,30,31
23,22,23,24,27,21,17,11,8,9
23,25,35,34,35,42,33,35,30,33
23,25,24,26,24,25,23,23,25,26
23,24,29,31,34,42,39,42,42,35
23,24,33,23,29,26,28,28,28,28
23,25,35,35,35,34,35,34,32,23
23,25,25,31,29,31,30,23,22,30
23,27,28,28,28,35,35,28,17,11
23,22,16,16,25,23,23,25,23,24
23,22,28,28,25,27,28,28,28,27
23,23,29,31,29,32,35,28,28,28
23,23,24,16,16,15,26,28,25,23
23,34,28,33,32,39,40,38,39,37
23,25,23,23,24,22,30,30,30,31
23,25,33,35,35,35,35,33,35,35
23,23,23,26,24,28,27,28,34,35
23,30,30,23,29,34,35,22,31,33
23,25,31,26,34,32,29,30,37,38
23,23,24,23,30,31,28,26,16,23
23,25,24,23,24,22,30,33,29,32
23,26,24,23,24,30,32,31,24,27
23,30,22,27,25,26,28,28,30,23
23,22,31,25,28,22,30,29,32,22
23,25,27,25,23,22,31,33,34,31
23,24,25,28,27,28,35,33,35,28
23,33,31,29,31,34,33,30,35,35
23,27,28,27,35,33,31,33,28,26
23,25,28,28,31,30,29,32,33,35
23,30,33,30,31,32,33,35,26,25
23,26,28,28,28,28,28,22,24,26
23,22,24,33,34,33,35,26,28,21
23,22,30,32,26,23,25,28,33,36
23,28,34,32,41,35,35,28,27,28
23,23,26,28,24,24,22,26,27,21
23,23,25,28,31,33,32,33,35,35
23,30,29,32,30,31,29,30,33,35
23,26,34,37,37,39,33,31,29,31
23,23,24,32,34,28,28,34,32,35
23,28,35,28,27,28,31,35,33,31
23,29,31,32,35,33,35,35,34,35
23,31,26,20,16,9,4,7,7,6
23,24,23,26,24,26,24,32,30,22
23,24,32,35,33,31,29,31,29,31
23,24,27,28,28,26,31,32,23,26
23,31,31,26,31,30,35,33,35,35
23,22,31,35,33,31,30,31,31,33
23,22,23,25,34,33,35,32,30,30
23,32,30,30,30,33,28,27,35,35
23,30,34,30,32,29,23,24,29,31
23,24,23,24,25,28,28,35,35,33
23,22,23,29,30,32,27,32,22,23
23,26,35,33,35,35,33,32,22,23
23,19,25,27,33,28,24,26,28,25
23,29,35,33,31,23,26,30,31,30
23,24,34,35,35,35,35,35,35,33
23,32,31,32,31,30,34,35,28,32
23,32,34,30,30,33,31,33,24,31
23,24,23,25,27,28,28,34,35,35
23,23,27,33,31,29,32,30,31,33
23,24,30,30,34,32,31,29,31,29
23,25,31,34,31,35,33,28,35,34
23,25,24,22,33,31,22,31,23,31
23,24,23,31,25,22,24,23,26,27
23,25,34,25,23,24,22,28,27,24
23,24,33,28,33,32,29,31,33,28
23,26,35,35,35,28,27,25,33,31
23,24,26,35,33,30,31,32,23,24
23,31,29,28,24,29,30,30,33,24
23,32,31,33,31,29,31,30,31,29
23,30,31,30,31,26,24,34,33,35
23,26,24,26,25,22,30,32,31,33
23,31,33,27,32,29,30,32,27,28
23,25,24,25,33,35,35,35,28,28
23,22,25,23,26,28,28,35,35,35
