x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0,0.0,0.6298994278094489,10.569401157186611,23.742940289736577,26.51636813819164,9.819103729735387,0.0,0.0,0.0,0.0
0.0,0.0,1.278958521772875,21.49402130156639,47.92136975719636,53.93315036230936,19.624137777331544,0.0,0.0,0.0,0.0
0.0,0.0,1.938696229168129,32.156044974701295,72.47544618955736,81.48185526026633,29.201702635345146,0.0,0.0,0.0,0.0
0.0,0.0,0.629899427809449,10.569401157186613,23.742940289736577,26.51636813819164,9.819103729735387,0.0,0.0,0.0,0.0
0.0,0.0,1.278958521772875,21.49402130156639,47.92136975719635,53.933150362309355,19.624137777331544,0.0,0.0,0.0,0.0
0.0,0.0,1.9386962291681291,32.15604497470129,72.47544618955736,81.48185526026633,29.201702635345146,0.0,0.0,0.0,0.0
0.0,0.0,0.629899427809449,10.569401157186613,23.742940289736577,26.51636813819164,9.819103729735387,0.0,0.0,0.0,0.0
0.0,0.0,1.278958521772875,21.49402130156639,47.92136975719635,53.93315036230936,19.624137777331548,0.0,0.0,0.0,0.0
0.0,0.0,1.938696229168129,32.15604497470129,72.47544618955736,81.48185526026633,29.201702635345146,0.0,0.0,0.0,0.0
40.7677805806721,1.7824369598661072,5.1654413315862335,9.470712129945394,14.382420790197834,14.710748888250944,5.2652888825949695,0.0,0.0,0.0,0.0
94.13358839131666,4.822904290143364,11.421934439329425,19.67887500388254,24.988167005681184,26.511328895411555,8.078997326028404,0.0,0.0,0.0,0.0
134.26964654601906,9.271383488037959,16.90225342508337,29.374725394936174,38.66638526253371,40.93800967596684,12.361139998962916,0.0,0.0,0.0,0.0
38.697411399737696,1.8606178909710351,4.946580520340391,9.303760242996004,14.12390829660975,15.649324611371137,5.646611723722152,0.0,0.0,0.0,0.0
93.01010964394145,4.3816009772746405,10.847877767667606,19.468759141144247,24.625820967647993,26.65246513708703,9.462603351345004,0.0,0.0,0.0,0.0
134.12459343895074,8.292937961477351,15.588929894447595,29.92480224831226,38.84065360971961,40.80615720071233,13.448953315951577,0.0,0.0,0.0,0.0
38.716108141583234,2.145913555970262,4.939955643825742,9.497013101491437,13.951092143007582,15.45212535269933,5.724138219689095,0.0,0.0,0.0,0.0
92.70113675461297,2.6787519750732796,11.500157139434494,19.343344493487407,25.653332587564588,27.01818452686432,9.10737290456248,0.0,0.0,0.0,0.0
134.26964327511897,8.626584560340183,16.293756547157848,29.203679084254727,37.95389645183105,40.78378582252684,14.040336784334555,0.0,0.0,0.0,0.0
266.75337388743213,9.475983779855245,1.7800534316272867,3.1366559272124572,3.6098371422092264,4.43428768573208,2.7023266888511923,0.0,0.0,0.0,0.0
506.1182544783837,21.22721663967145,3.0514774465055936,6.778932784367276,6.789977270845058,8.297776510252053,5.168081728599772,0.0,0.0,0.0,0.0

