x1,x2,x3,x4,x5
555.6225855655375,0.0,0.0,104.7449167772676,0.0
555.6225855655375,0.0,0.0,104.7449167772676,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,510.78276325608147,78.35756002456884,0.0
555.6225855655375,613.7695750946178,11.667163727847083,0.0001502779405200272,0.0
555.6225855655375,606.2761682693128,47.834840972253744,0.8373357663784304,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,510.78276325608147,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,104.7449167772676,0.0
555.6225855655375,618.3650159422483,0.0,44.25492703300898,0.0
555.6225855655375,618.3650159422483,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,104.74491677724947,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,104.7449167772676,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,487.3424635575081,0.0,0.0
555.6225855655375,0.0,0.0,104.74491677724788,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,466.0754777541355,195.88252933840226,0.0
555.6225855655375,0.0,0.0,88.32105538236434,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,555.257955229637,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,595.6737126530759,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,414.0861920569837,0.0
555.6225855655375,0.0,487.34246355750804,131.02162170856695,0.0
555.6225855655375,618.3650159422483,0.0,0.0,0.0
555.6225855655375,0.0,432.1487992243504,0.0,0.0
555.6225855655375,0.0,0.0,104.7449167772676,0.0
555.6225855655375,0.0,0.0,625.4368891004051,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,613.7695750946178,16.987862557878884,31.862596058486105,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,625.4365886131179,0.0001786886482761929,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,0.0,0.0,0.0,0.0
555.6225855655375,625.4365886131179,0.0,37.183357410673594,0.0
555.6225855655375,606.2761682693128,7.505009943920584,0.0,0.0
555.6225855655375,0.0,0.0,618.364085266075,0.0
555.6225855655375,0.0,0.0,0.0,0.0
