x1,x2,x3,x4,x5
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,416.25521363963526,68.16652966493109,0.0
660.3675518301694,513.6191190271225,-2.567185219959356e-8,0.0,0.0
660.3675518301694,509.0379583859383,40.694079635394814,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,416.25521363963526,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,520.6919226499693,0.0,36.52254439967132,0.0
660.3675518301694,520.6919226499693,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,406.03784413413206,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,382.61460555329444,167.57914395008072,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,406.0377890763517,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,509.03930199210635,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,283.4928934267372,0.0
660.3675518301694,0.0,406.0378441341311,103.00009260417437,0.0
660.3675518301694,520.6919226499693,0.0,0.0,0.0
660.3675518301694,0.0,327.4029524095764,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,513.6191190014489,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,513.6191190271225,18.200842807455842,25.394854300881775,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,520.6922807483444,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,520.6922807483444,0.0,36.52218630129096,0.0
660.3675518301694,509.0379583859383,0.0,0.0,0.0
660.3675518301694,0.0,0.0,509.03793673830546,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,382.61460555329444,23.423183523070094,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,513.6191190271225,0.0,-2.5673557502159383e-8,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,0.0,0.0,0.0
660.3675518301694,0.0,513.6191190014462,2.7284841053187847e-12,0.0
