x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.160760727018783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500144074425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014434773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.160760727018783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014364833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014364833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.73610217866468,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.160760727021483,0.0,0.0,0.0,0.0,0.0,364.70043767787865,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.160760727013297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,3.5212011084695405e-7,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014444618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.160760727038763,0.0
1161.8987139389164,0.0,0.0,3.5133112419316603e-7,0.0,0.0,0.0,0.0,23.736101827333556,0.0
1161.8987139389164,0.0,19.160760727021483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014364833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.16076072702367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.73610217866468,0.0
1161.8987139389164,0.0,0.0,4.398127438855511,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.160760727038763,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500144074425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500143190055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500143190055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014434773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,3.530063565904129e-7,2.301277390870382e-9,-1.0062990440928843e-9,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.160760727013297,0.0,0.0,0.0,0.0,0.0,2.546585164964199e-11,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500144074425,0.0,0.0,0.0,0.0,0.0,0.0,348.4106982608257,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.160760727024893,0.0,0.0,0.0,0.0,0.0,1.3869794202037156e-11,0.0
1161.8987139389164,35.450500144074425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.160760727013297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.160760727013297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,3.5133112419316603e-7,0.0,0.0,0.0,0.0,6.5776362134783994e-9,0.0
1161.8987139389164,35.45050014364833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014434773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500144074425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500144074425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014444618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014444618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014280119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,3.5300544709571113e-7,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.160760727013297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,3.539512363204267e-7,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,3.539512363204267e-7,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014364833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014434773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014444618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.16076072701597,0.0,0.0,0.0,0.0,0.0,2.2794210963184014e-11,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500143190055,0.0,0.0,0.0,0.0,0.0,0.0,348.4106982617101,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.16076072701597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500144074425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,4.398127438855511,0.0,0.0,0.0,0.0,14.76263328816168,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,4.398127438855511,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014444618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,4.398127438855511,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500144074425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.160760727021483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500144074425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,19.160760727016907,0.0,0.0,0.0,0.0,0.0,364.7004376778832,0.0
1161.8987139389164,0.0,19.160760727021483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014239311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.450500143190055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,35.45050014444618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161.8987139389164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
