x1,x2,x3,x4,x5
0.0,0.0,13.224273456560917,35.47183374727677,0.0
0.0,0.16621070857846362,16.07355026920855,42.70647817587394,0.0
0.0,1.1480278414152945,18.62413448609538,49.13303748126033,0.0
5.845759944791185,1.685719535386393,18.00541854586917,50.77051547235604,0.0
10.013855488798598,2.289523179229676,18.448701979416963,52.294874602791154,0.0
13.349608895438362,3.015114023475487,19.79521567499513,53.88012248945226,0.0
17.18350335924347,3.5200591391022273,20.037265667722814,55.59946437935688,0.0
24.01360274159383,3.1484098135624015,18.595146782547037,55.05838749258647,0.0
29.063193859962492,3.431383782769667,18.695953675695176,54.848446693887205,0.0
35.52282031068493,3.1465820632940877,16.566257803976153,54.273893446868705,0.0
