x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
60.69716735154323,42.16935648607067,27.032708620371977,18.12144667120204,20.234388081468783,50.02922305689989,53.45205270154492,80.3739050113713,51.80113030472541,15.187556428006799,0.0
64.45480378518914,67.8608360028344,34.32397699293243,21.610815497573242,25.233748087329484,60.53462452711109,63.36275965456805,98.70400505879743,63.64911588403942,18.214508926763436,0.0
148.62219630150534,69.60506703299144,17.601560276957805,20.93223506795605,23.005389972409525,56.0334449569348,52.65800272209201,93.93394081612938,68.4453819007827,16.260083633103736,0.0
200.37431293040126,72.5869645076543,9.27054048869031,22.335759290888163,23.09342893407102,54.965447407568156,46.385039966890176,92.84991177757142,70.25408555921732,16.698316453693216,0.0
228.28070166016997,77.35185206397095,6.681495404797609,23.201836786634615,22.674143874379,58.45010111925766,49.39113371180652,98.76904192144697,75.46155407722594,17.13148624851191,0.0
249.07979026722253,81.36292315282165,9.544552253071183,23.776557016213697,22.958717886216473,62.321962953478405,52.17507807619788,105.97383537791863,81.74731508189424,17.590971826723077,0.0
296.16602371299865,74.95257485560984,7.0577338462903,20.078640556997225,19.98617341208336,65.09997797420809,48.278623937295265,115.00053826575572,76.01536321843743,18.904062706690528,0.0
391.0013128846079,44.63617200389209,7.858301275186039,8.510578050812,12.063691149957757,60.8742819827383,35.316927769503366,112.23721056955017,65.25745948603584,21.408283120980126,0.0
433.8360930194251,33.711743363978734,6.9579012551664485,4.592344843408753,10.489416527935774,62.72556942736547,32.16766123084609,107.90741137067151,59.56470563407597,22.864020750624118,0.0
465.3714079793751,24.762545478433204,7.080001760464434,1.5388417380393105,9.583798518077865,64.15895039601673,28.911428360786974,108.05311428595452,60.79917829779146,0.046437895069591346,0.0
